Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Default price,Cost,Barcode,SKU of included item,Quantity of included item,Track stock,Available for sale [MCC],Price [MCC],In stock [MCC],Low stock [MCC],Available for sale [MOE],Price [MOE],In stock [MOE],Low stock [MOE],Available for sale [WareHouse],Price [WareHouse],In stock [WareHouse],Low stock [WareHouse],"Tax - ""VAT"" (5%)"
04200109-earring,04200109,Earring 04200109,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,130.00,65.00,2024042001090,,,Y,Y,130.00,1.000,1.000,Y,130.00,0.000,,Y,130.00,0.000,,Y
04210108-earring,04210108,Earring 04210108,1 Earring,<p>SS 18kGP</p>,Y,,,,,,,160.00,80.00,2024042101080,,,Y,Y,160.00,2.000,1.000,Y,160.00,0.000,,Y,160.00,0.000,,Y
04210109-earring,04210109,Earring 04210109,1 Earring,<p>Titanium 18KGP</p>,Y,,,,,,,70.00,35.00,2024042101097,,,Y,Y,70.00,2.000,1.000,Y,70.00,-1.000,,Y,70.00,0.000,,Y
04210110-earring,04210110,Earring 04210110,1 Earring,<p>Titanium 18KGP</p>,Y,,,,,,,75.00,37.50,2024042101103,,,Y,Y,75.00,4.000,1.000,Y,75.00,0.000,,Y,75.00,0.000,,Y
461104-earring-1,42501104,Earring 04250110,1 Earring,<p>Silver925 18kGP FW Pearl</p>,Y,,,,,,,180.00,90.00,2023042501104,,,Y,Y,180.00,1.000,1.000,Y,180.00,0.000,,Y,180.00,0.000,,Y
04260105-earring,04260105,Earring 04260105,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,190.00,142.50,2024042601054,,,Y,Y,190.00,1.000,1.000,Y,190.00,0.000,,Y,190.00,0.000,,Y
05110110-earring,05110110,Earring 05110110,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,145.00,108.75,2024051101101,,,Y,Y,145.00,1.000,1.000,Y,145.00,0.000,,Y,145.00,0.000,,Y
05120101-earring,05120101,Earring 05120101,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,150.00,112.50,2024051201016,,,Y,Y,150.00,0.000,1.000,Y,150.00,0.000,,Y,150.00,0.000,,Y
05120108-earring,05120108,Earring 05120108,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,190.00,142.50,2024051201085,,,Y,Y,190.00,0.000,1.000,Y,190.00,0.000,,Y,190.00,0.000,,Y
05130105-earring,05130105,Earring 05130105,1 Earring,<p>Titanium?18kGP</p>,Y,,,,,,,200.00,150.00,2024051301051,,,Y,Y,200.00,1.000,1.000,Y,200.00,0.000,,Y,200.00,0.000,,Y
06050111-earring,06050111,Earring 06050111,1 Earring,<p>Titanium 18kGP Shell</p>,Y,,,,,,,180.00,135.00,2024060501114,,,Y,Y,180.00,2.000,1.000,Y,180.00,0.000,,Y,180.00,0.000,,Y
07050107-earring,07050107,Earring 07050107,1 Earring,<p>Titanium 18kGP Zircon</p>,Y,,,,,,,150.00,112.50,2024070501074,,,Y,Y,150.00,1.000,1.000,N,150.00,0.000,,Y,150.00,0.000,,Y
07060101-earring,07060101,Earring 07060101,1 Earring,<p>Silver925</p>,Y,,,,,,,150.00,112.50,2024070601019,,,Y,Y,150.00,2.000,1.000,N,150.00,0.000,,Y,150.00,0.000,,Y
07060110-earring,07060110,Earring 07060110,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,120.00,90.00,2024070601101,,,Y,Y,120.00,3.000,1.000,N,120.00,0.000,,Y,120.00,0.000,,Y
07060111-earring,07060111,Earring 07060111,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,130.00,97.50,2024070601118,,,Y,Y,130.00,4.000,1.000,N,130.00,0.000,,Y,130.00,0.000,,Y
07100103-earring,07100103,Earring 07100103,1 Earring,<p>SS 18kGP</p>,Y,,,,,,,140.00,105.00,2024071001030,,,Y,Y,140.00,1.000,1.000,N,140.00,0.000,,Y,140.00,0.000,,Y
07110102-earring,07110102,Earring 07110102,1 Earring,<p>Silver925</p>,Y,,,,,,,190.00,142.50,2024071101020,,,Y,Y,190.00,1.000,1.000,N,190.00,0.000,,Y,190.00,0.000,,Y
07110110-earring,07110110,Earring 07110110,1 Earring,<p>Silver925 18kGP FW Pearl</p>,Y,,,,,,,250.00,187.50,2024071101105,,,Y,Y,250.00,0.000,1.000,N,250.00,0.000,,Y,250.00,0.000,,Y
07160114-earring,07160114,Earring 07160114,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,220.00,165.00,2024071601148,,,Y,Y,220.00,1.000,1.000,N,220.00,0.000,,Y,220.00,0.000,,Y
721060-earring,72101060,Earring 07210106,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,140.00,70.00,2023072101060,,,Y,Y,140.00,5.000,1.000,Y,140.00,0.000,,Y,140.00,0.000,,Y
721091-earring,72101091,Earring 07210109,1 Earring,<p>SS 18kGP FW Pearl</p>,Y,,,,,,,150.00,75.00,2023072101091,,,Y,Y,150.00,0.000,1.000,Y,150.00,0.000,,Y,150.00,0.000,,Y
08010103-earring,08010103,Earring 08010103,1 Earring,<p>Silver925 18kGP</p>,Y,,,,,,,160.00,120.00,2024080101035,,,Y,Y,160.00,0.000,1.000,N,160.00,0.000,,Y,160.00,0.000,,Y
08010106-earring,08010106,Earring 08010106,1 Earring,<p>Titanium 18kGP</p>,Y,,,,,,,150.00,112.50,2024080101066,,,Y,N,150.00,0.000,,Y,150.00,3.000,1.000,N,150.00,0.000,,Y
08010108-earring,08010108,Earring 08010108,1 Earring,<p>Titanium 18kGP</p>,Y,,,,,,,160.00,120.00,2024080101080,,,Y,Y,160.00,3.000,1.000,N,160.00,0.000,,Y,160.00,0.000,,Y
08100104-earring,08100104,Earring 08100104,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,210.00,157.50,2024081001044,,,Y,Y,210.00,1.000,1.000,N,210.00,0.000,,Y,210.00,0.000,,Y
08100108-earring,08100108,Earring 08100108,1 Earring,<p>Titanium 18kGP Zircon</p>,Y,,,,,,,230.00,172.50,2024081001082,,,Y,Y,230.00,2.000,1.000,N,230.00,0.000,,Y,230.00,0.000,,Y
811106-earring,81401106,Earring 08140110,1 Earring,<p>SS 18kGP Natural Stone</p>,Y,,,,,,,160.00,80.00,2023081401106,,,Y,Y,160.00,3.000,1.000,Y,160.00,0.000,,Y,160.00,0.000,,Y
811199-earring,81401199,Earring 08140119,1 Earring,<p>Titanium 18kGP Zircon</p>,Y,,,,,,,160.00,80.00,2023081401199,,,Y,N,160.00,0.000,,Y,160.00,1.000,1.000,N,160.00,0.000,,Y
08160104-earring,08160104,Earring 08160104,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,100.00,75.00,2024081601046,,,Y,Y,100.00,1.000,1.000,N,100.00,0.000,,Y,100.00,0.000,,Y
08160108-earring,08160108,Earring 08160108,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,130.00,97.50,2024081601084,,,Y,Y,130.00,0.000,1.000,N,130.00,0.000,,Y,130.00,0.000,,Y
08160110-earring,08160110,Earring 08160110,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,130.00,97.50,2024081601107,,,Y,Y,130.00,2.000,1.000,N,130.00,0.000,,Y,130.00,0.000,,Y
08160113-earring,08160113,Earring 08160113,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,140.00,105.00,2024081601138,,,Y,Y,140.00,3.000,1.000,N,140.00,0.000,,Y,140.00,0.000,,Y
08160114-earring,08160114,Earring 08160114,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,150.00,112.50,2024081601145,,,Y,Y,150.00,1.000,1.000,N,150.00,0.000,,Y,150.00,0.000,,Y
09150109-earring,09150109,Earring 09150109,1 Earring,<p>SS 18kGP Zircon</p>,Y,,,,,,,190.00,142.50,2024091501091,,,Y,Y,190.00,1.000,1.000,N,190.00,0.000,,Y,190.00,0.000,,Y
09150110-earring,09150110,Earring 09150110,1 Earring,<p>Titanium 18kGP</p>,Y,,,,,,,150.00,112.50,2024091501107,,,Y,Y,150.00,1.000,1.000,N,150.00,0.000,,Y,150.00,0.000,,Y
1011234-earring,1901234,Earring 10190123,1 Earring,<p>SS 18kGP</p>,Y,,,,,,,150.00,75.00,2023101901234,,,Y,Y,150.00,0.000,1.000,Y,150.00,0.000,,Y,150.00,0.000,,Y
11100104-earring,11100104,Earring 11100104,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,170.00,127.50,2024111001044,,,Y,Y,170.00,2.000,1.000,N,170.00,0.000,,Y,170.00,0.000,,Y
11100105-earring,11100105,Earring 11100105,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,170.00,127.50,2024111001051,,,Y,Y,170.00,0.000,1.000,N,170.00,0.000,,Y,170.00,0.000,,Y
earring-11100108,11100108,Earring 11100108,1 Earring,<p>Silver925 18kGP Zircon</p>,N,,,,,,,150.00,112.50,2024111001082,,,Y,Y,150.00,0.000,1.000,N,150.00,0.000,,Y,150.00,0.000,,Y
11100113-earring,11100113,Earring 11100113,[1] 2603 품절,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,260.00,195.00,2024111001136,,,Y,Y,260.00,0.000,1.000,N,260.00,0.000,,Y,260.00,0.000,,Y
11100114-earring,11100114,Earring 11100114,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,260.00,195.00,2024111001143,,,Y,Y,260.00,0.000,1.000,N,260.00,0.000,,Y,260.00,0.000,,Y
11110104-earring,11110104,Earring 11110104,1 Earring,<p>SS 18kGP Shell</p>,Y,,,,,,,170.00,127.50,2024111101041,,,Y,Y,170.00,3.000,1.000,N,170.00,0.000,,Y,170.00,0.000,,Y
11150102-earring,11150102,Earring 11150102,1 Earring,<p>Silver925</p>,Y,,,,,,,180.00,135.00,2024111501025,,,Y,Y,180.00,1.000,1.000,N,180.00,0.000,,Y,180.00,0.000,,Y
11150103-earring,11150103,Earring 11150103,1 Earring,<p>Silver925</p>,Y,,,,,,,190.00,142.50,2024111501032,,,Y,Y,190.00,3.000,1.000,N,190.00,0.000,,Y,190.00,0.000,,Y
11150104-earring,11150104,Earring 11150104,1 Earring,<p>Silver925 FW Pearl</p>,Y,,,,,,,190.00,142.50,2024111501049,,,Y,Y,190.00,1.000,1.000,N,190.00,0.000,,Y,190.00,0.000,,Y
11150108-earring,11150108,Earring 11150108,1 Earring,<p>Silver925 18kGP</p>,Y,,,,,,,130.00,97.50,2024111501087,,,Y,Y,130.00,1.000,1.000,N,130.00,0.000,,Y,130.00,0.000,,Y
11150113-earring,11150113,Earring 11150113,1 Earring,<p>Silver925 18kGP</p>,Y,,,,,,,190.00,142.50,2024111501131,,,Y,Y,190.00,1.000,1.000,N,190.00,0.000,,Y,190.00,0.000,,Y
11150117-earring,11150117,Earring 11150117,1 Earring,<p>Titanium 18kGP Shell</p>,Y,,,,,,,130.00,97.50,2024111501179,,,Y,Y,130.00,1.000,1.000,N,130.00,0.000,,Y,130.00,0.000,,Y
11160101-earring,11160101,Earring 11160101,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,140.00,105.00,2024111601015,,,Y,Y,140.00,0.000,1.000,N,140.00,0.000,,Y,140.00,0.000,,Y
11160107-earring,11160107,Earring 11160107,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,150.00,112.50,2024111601077,,,Y,Y,150.00,1.000,1.000,N,150.00,0.000,,Y,150.00,0.000,,Y
11160114-earring,11160114,Earring 11160114,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,170.00,127.50,2024111601145,,,Y,Y,170.00,1.000,1.000,N,170.00,0.000,,Y,170.00,0.000,,Y
11160119-earring,11160119,Earring 11160119,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,185.00,138.75,2024111601190,,,Y,Y,185.00,1.000,1.000,N,185.00,0.000,,Y,185.00,0.000,,Y
11160121-earring,11160121,Earring 11160121,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,200.00,150.00,2024111601213,,,Y,Y,200.00,1.000,1.000,N,200.00,0.000,,Y,200.00,0.000,,Y
1131156-earring,12201156,Earring 11220115,[1] 2603 품절,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,180.00,90.00,2023112201156,,,Y,Y,180.00,0.000,1.000,N,180.00,0.000,,Y,180.00,0.000,,Y
1211233-earring,20101233,Earring 12010123,[1] 2603 품절,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,140.00,70.00,2023120101233,,,Y,Y,140.00,0.000,1.000,N,140.00,0.000,,Y,140.00,0.000,,Y
1211325-earring,20101325,Earring 12010132,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,210.00,105.00,2023120101325,,,Y,Y,210.00,2.000,1.000,Y,210.00,0.000,,Y,210.00,0.000,,Y
1211349-earring,20101349,Earring 12010134,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,220.00,110.00,2023120101349,,,Y,Y,220.00,0.000,1.000,Y,220.00,0.000,,Y,220.00,0.000,,Y
1211462-earring,20101462,Earring 12010146,1 Earring,<p>Titanium 18kGP Zircon</p>,Y,,,,,,,160.00,80.00,2023120101462,,,Y,Y,160.00,2.000,1.000,Y,160.00,0.000,,Y,160.00,0.000,,Y
1221058-earring,20801058,Earring 12080105,1 Earring,<p>Silver925 18kGP FW Pearl &amp; Zircon</p>,Y,,,,,,,200.00,100.00,2023120801058,,,Y,Y,200.00,2.000,1.000,Y,200.00,0.000,,Y,200.00,0.000,,Y
12100103-earring-1,12100103,Earring 12100103,1 Earring,<p>Silver925 18kGP</p>,Y,,,,,,,110.00,82.50,2024121001034,,,Y,Y,110.00,0.000,1.000,N,110.00,0.000,,Y,110.00,0.000,,Y
12100104-earring-1,12100104,Earring 12100104,1 Earring,<p>Silver925 18kGP</p>,Y,,,,,,,110.00,82.50,2024121001041,,,Y,Y,110.00,0.000,1.000,N,110.00,0.000,,Y,110.00,0.000,,Y
12100105-earring-1,12100105,Earring 12100105,1 Earring,<p>Silver925 18kGP</p>,Y,,,,,,,120.00,90.00,2024121001058,,,Y,Y,120.00,1.000,1.000,N,120.00,0.000,,Y,120.00,0.000,,Y
12100106-earring-1,12100106,Earring 12100106,1 Earring,<p>Silver925 18kGP</p>,Y,,,,,,,120.00,90.00,2024121001065,,,Y,Y,120.00,0.000,1.000,N,120.00,0.000,,Y,120.00,0.000,,Y
12100107-earring-1,12100107,Earring 12100107,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,90.00,67.50,2024121001072,,,Y,Y,90.00,2.000,1.000,N,90.00,0.000,,Y,90.00,0.000,,Y
12120108-earring-1,12120108,Earring 12120108,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,220.00,165.00,2024121201083,,,Y,N,220.00,0.000,,Y,220.00,2.000,1.000,N,220.00,0.000,,Y
12120109-earring-1,12120109,Earring 12120109,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,220.00,165.00,2024121201090,,,Y,N,220.00,0.000,,Y,220.00,0.000,1.000,N,220.00,0.000,,Y
12120112-earring-1,12120112,Earring 12120112,1 Earring,<p>SS 18kGP Zircon</p>,Y,,,,,,,170.00,127.50,2024121201120,,,Y,Y,170.00,4.000,1.000,N,170.00,0.000,,Y,170.00,0.000,,Y
12120113-earring-1,12120113,Earring 12120113,1 Earring,<p>SS 18kGP Zircon</p>,Y,,,,,,,250.00,187.50,2024121201137,,,Y,Y,250.00,1.000,1.000,N,250.00,0.000,,Y,250.00,0.000,,Y
12120115-earring-1,12120115,Earring 12120115,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,220.00,165.00,2024121201151,,,Y,N,220.00,0.000,,Y,220.00,0.000,1.000,N,220.00,0.000,,Y
1241103-earring,23001103,Earring 12300110,1 Earring,<p>SS 18kGP</p>,Y,,,,,,,100.00,50.00,2023123001103,,,Y,Y,100.00,4.000,1.000,Y,100.00,0.000,,Y,100.00,0.000,,Y
1241141-earring,23001141,Earring 12300114,1 Earring,<p>Titanium 18kGP</p>,Y,,,,,,,160.00,80.00,2023123001141,,,Y,Y,160.00,1.000,1.000,Y,160.00,0.000,,Y,160.00,0.000,,Y
earring-2502100101,2502100101,Earring 2502100101,1 Earring,<p>18kGP</p>,Y,,,,,,,120.00,90.00,2025021001018,,,Y,Y,120.00,0.000,1.000,N,120.00,0.000,,Y,120.00,0.000,,Y
earring-2502100105,2502100105,Earring 2502100105,1 Earring,<p>Brass 18kGP Zircon</p>,Y,,,,,,,190.00,142.50,2025021001056,,,Y,Y,190.00,0.000,1.000,Y,190.00,2.000,1.000,Y,190.00,0.000,,Y
earring-2502100106,2502100106,Earring 2502100106,1 Earring,<p>Brass 18kGP Zircon</p>,Y,,,,,,,190.00,142.50,2025021001063,,,Y,Y,190.00,0.000,1.000,Y,190.00,4.000,1.000,Y,190.00,0.000,,Y
earring-2502100112,2502100112,Earring 2502100112,[1] 2603 품절,<p>Silver925 18kGP Shell &amp; Zircon</p>,Y,,,,,,,290.00,217.50,2025021001124,,,Y,Y,290.00,0.000,1.000,N,290.00,0.000,,Y,290.00,0.000,,Y
earring-2502120102,2502120102,Earring 2502120102,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,190.00,142.50,2025021201029,,,Y,Y,190.00,2.000,1.000,N,190.00,0.000,,Y,190.00,0.000,,Y
earring-2502120107,2502120107,Earring 2502120107,1 Earring,<p>SS 18kGP</p>,Y,,,,,,,65.00,48.75,2025021201074,,,Y,Y,65.00,2.000,1.000,N,65.00,0.000,,Y,65.00,0.000,,Y
earring-2502120110,2502120110,Earring 2502120110,1 Earring,<p>SS 18kGP</p>,Y,,,,,,,150.00,112.50,2025021201104,,,Y,Y,150.00,1.000,1.000,N,150.00,0.000,,Y,150.00,0.000,,Y
earring-2502120112,2502120112,Earring 2502120112,1 Earring,<p>SS 18kGP</p>,Y,,,,,,,160.00,120.00,2025021201128,,,Y,Y,160.00,2.000,1.000,N,160.00,0.000,,Y,160.00,0.000,,Y
earring-2502120113,2502120113,Earring 2502120113,1 Earring,<p>SS 18kGP</p>,Y,,,,,,,160.00,120.00,2025021201135,,,Y,Y,160.00,2.000,1.000,N,160.00,0.000,,Y,160.00,0.000,,Y
earring-2502130101,2502130101,Earring 2502130101,1 Earring,<p>SS 18kGP</p>,Y,,,,,,,170.00,127.50,2025021301019,,,Y,Y,170.00,3.000,1.000,N,170.00,0.000,,Y,170.00,0.000,,Y
earring-2502130102,2502130102,Earring 2502130102,1 Earring,<p>SS 18kGP</p>,Y,,,,,,,170.00,127.50,2025021301026,,,Y,Y,170.00,2.000,1.000,N,170.00,0.000,,Y,170.00,0.000,,Y
earring-2502130103,2502130103,Earring 2502130103,1 Earring,<p>SS 18kGP</p>,Y,,,,,,,190.00,142.50,2025021301033,,,Y,N,190.00,0.000,,Y,190.00,2.000,1.000,N,190.00,0.000,,Y
earring-2502130104,2502130104,Earring 2502130104,1 Earring,<p>SS 18kGP Shell</p>,Y,,,,,,,210.00,157.50,2025021301040,,,Y,Y,210.00,1.000,1.000,N,210.00,0.000,,Y,210.00,0.000,,Y
earring-2502130106,2502130106,Earring 2502130106,[1] 2603 품절,<p>SS 18kGP Zircon</p>,Y,,,,,,,75.00,56.25,2025021301064,,,Y,Y,75.00,0.000,1.000,N,75.00,0.000,,Y,75.00,0.000,,Y
earring-2502130108,2502130108,Earring 2502130108,1 Earring,<p>SS 18kGP Zircon</p>,Y,,,,,,,75.00,56.25,2025021301088,,,Y,Y,75.00,1.000,1.000,N,75.00,0.000,,Y,75.00,0.000,,Y
earring-2502130111,2502130111,Earring 2502130111,1 Earring,<p>SS 18kGP Zircon</p>,Y,,,,,,,220.00,165.00,2025021301118,,,Y,Y,220.00,1.000,1.000,N,220.00,0.000,,Y,220.00,0.000,,Y
earring-2502130114,2502130114,Earring 2502130114,1 Earring,<p>Titanium 18kGP</p>,Y,,,,,,,200.00,150.00,2025021301149,,,Y,Y,200.00,0.000,1.000,N,200.00,0.000,,Y,200.00,0.000,,Y
earring-2503050103-2,2503050103,Earring 2503050103,1 Earring,<p>FW Pearl 18KGP</p>,N,,,,,,,240.00,180.00,2025030501035,,,Y,Y,240.00,3.000,1.000,N,240.00,0.000,,Y,240.00,0.000,,Y
earring-2503050109,2503050109,Earring 2503050109,1 Earring,<p>SS 18kGP</p>,Y,,,,,,,200.00,150.00,2025030501097,,,Y,N,200.00,0.000,,Y,200.00,2.000,1.000,N,200.00,0.000,,Y
earring-2503050110,2503050110,Earring 2503050110,1 Earring,<p>Titanium 18kGP FW Pearl</p>,N,,,,,,,220.00,165.00,2025030501103,,,Y,Y,220.00,3.000,1.000,N,220.00,0.000,,Y,220.00,0.000,,Y
earring-2503060104,2503060104,Earring 2503060104,1 Earring,<p>Silver925 18kGP Pinkgate</p>,Y,,,,,,,350.00,262.50,2025030601049,,,Y,Y,350.00,1.000,1.000,Y,350.00,0.000,1.000,N,350.00,0.000,,Y
earring-2504050101,2504050101,Earring 2504050101,[1] 2603 품절,<p>Copper 18KGP Zircon</p>,Y,,,,,,,180.00,135.00,2025040501018,,,Y,Y,180.00,0.000,1.000,N,180.00,0.000,,Y,180.00,0.000,,Y
earring-2504050103,2504050103,Earring 2504050103,1 Earring,<p>Silver925 18kGP</p>,Y,,,,,,,100.00,75.00,2025040501032,,,Y,Y,100.00,1.000,1.000,N,100.00,0.000,,Y,100.00,0.000,,Y
earring-2504050104,2504050104,Earring 2504050104,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,90.00,67.50,2025040501049,,,Y,Y,90.00,1.000,1.000,N,90.00,0.000,,Y,90.00,0.000,,Y
earring-2504070103,2504070103,Earring 2504070103,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,160.00,120.00,2025040701036,,,Y,Y,160.00,0.000,1.000,N,160.00,0.000,,Y,160.00,0.000,,Y
earring-2504070111,2504070111,Earring 2504070111,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,200.00,150.00,2025040701111,,,Y,Y,200.00,2.000,1.000,N,200.00,0.000,,Y,200.00,0.000,,Y
earring-2504080105,2504080105,Earring 2504080105,[1] 2603 품절,<p>Silver925 18kGP Zircon</p>,N,,,,,,,220.00,165.00,2025040801057,,,Y,Y,220.00,0.000,1.000,N,220.00,0.000,,Y,220.00,0.000,,Y
earring-2504080110,2504080110,Earring 2504080110,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,220.00,165.00,2025040801101,,,Y,Y,220.00,4.000,1.000,N,220.00,0.000,,Y,220.00,0.000,,Y
earring-2504080111,2504080111,Earring 2504080111,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,240.00,180.00,2025040801118,,,Y,Y,240.00,1.000,1.000,N,240.00,0.000,,Y,240.00,0.000,,Y
earring-2504090103,2504090103,Earring 2504090103,1 Earring,<p>SS 18kGP</p>,Y,,,,,,,160.00,120.00,2025040901030,,,Y,N,160.00,0.000,,Y,160.00,1.000,1.000,N,160.00,0.000,,Y
earring-2504090105,2504090105,Earring 2504090105,1 Earring,<p>SS 18kGP</p>,Y,,,,,,,160.00,120.00,2025040901054,,,Y,Y,160.00,3.000,1.000,N,160.00,0.000,,Y,160.00,0.000,,Y
earring-2504090109,2504090109,Earring 2504090109,1 Earring,<p>Zircon 18KGP</p>,Y,,,,,,,280.00,210.00,2025040901092,,,Y,Y,280.00,2.000,1.000,N,280.00,0.000,,Y,280.00,0.000,,Y
earring-2504100101,2504100101,Earring 2504100101,1 Earring,<p>Silver925 18kGP Pinkgate</p>,Y,,,,,,,220.00,165.00,2025041001012,,,Y,Y,220.00,0.000,1.000,Y,220.00,1.000,1.000,N,220.00,0.000,,Y
earring-2504100105,2504100105,Earring 2504100105,1 Earring,<p>Silver925 18kGP Shell</p>,Y,,,,,,,350.00,262.50,2025041001050,,,Y,N,350.00,0.000,,Y,350.00,1.000,1.000,N,350.00,0.000,,Y
earring-2504110102,2504110102,Earring 2504110102,1 Earring,<p>Brass 18kGP Zircon</p>,Y,,,,,,,240.00,180.00,2025041101026,,,Y,Y,240.00,4.000,1.000,N,240.00,0.000,,Y,240.00,0.000,,Y
earring-2504110103,2504110103,Earring 2504110103,1 Earring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,150.00,112.50,2025041101033,,,Y,Y,150.00,0.000,1.000,N,150.00,0.000,,Y,150.00,0.000,,Y
earring-2504110107,2504110107,Earring 2504110107,1 Earring,<p>SS 18kGP</p>,Y,,,,,,,160.00,120.00,2025041101071,,,Y,Y,160.00,0.000,1.000,N,160.00,0.000,,Y,160.00,0.000,,Y
earring-2504110109,2504110109,Earring 2504110109,1 Earring,<p>Titanium 18kGP Shell</p>,N,,,,,,,180.00,135.00,2025041101095,,,Y,Y,180.00,2.000,1.000,N,180.00,0.000,,Y,180.00,0.000,,Y
earring-2504110110,2504110110,Earring 2504110110,1 Earring,<p>Titanium 18kGP Zircon</p>,Y,,,,,,,150.00,112.50,2025041101101,,,Y,Y,150.00,3.000,1.000,N,150.00,0.000,,Y,150.00,0.000,,Y
earring-2504120101,2504120101,Earring 2504120101,1 Earring,<p>Silver925</p>,N,,,,,,,200.00,150.00,2025041201016,,,Y,Y,200.00,2.000,1.000,N,200.00,0.000,,Y,200.00,0.000,,Y
earring-2504120103,2504120103,Earring 2504120103,1 Earring,<p>Silver925 FW Pearl</p>,N,,,,,,,240.00,180.00,2025041201030,,,Y,Y,240.00,1.000,1.000,N,240.00,0.000,,Y,240.00,0.000,,Y
earring-2504120105,2504120105,Earring 2504120105,1 Earring,<p>Silver 18kGP Zircon</p>,N,,,,,,,220.00,165.00,2025041201054,,,Y,Y,220.00,0.000,1.000,N,220.00,0.000,,Y,220.00,0.000,,Y
earring-2504120108,2504120108,Earring 2504120108,[1] 2603 품절,<p>Silver925 18kGP Zircon</p>,N,,,,,,,200.00,150.00,2025041201085,,,Y,Y,200.00,0.000,1.000,N,200.00,0.000,,Y,200.00,0.000,,Y
earring-2504120109,2504120109,Earring 2504120109,1 Earring,<p>Silver925 18kGP Zircon</p>,N,,,,,,,200.00,150.00,2025041201092,,,Y,Y,200.00,2.000,1.000,N,200.00,0.000,,Y,200.00,0.000,,Y
earring-2504130104,2504130104,Earring 2504130104,1 Earring,<p>SS 18kGP</p>,N,,,,,,,150.00,112.50,2025041301044,,,Y,Y,150.00,1.000,1.000,N,150.00,0.000,,Y,150.00,0.000,,Y
earring-2504130110,2504130110,Earring 2504130110,1 Earring,<p>Titanium 18kGP FW Pearl</p>,Y,,,,,,,230.00,172.50,2025041301105,,,Y,N,230.00,0.000,,Y,230.00,3.000,1.000,N,230.00,0.000,,Y
earring-2505050102,2505050102,Earring 2505050102,1 Earring,<p>Silver925</p>,N,,,,,,,180.00,135.00,2025050501022,,,Y,Y,180.00,4.000,1.000,N,180.00,0.000,,Y,180.00,0.000,,Y
earring-2505050104,2505050104,Earring 2505050104,[1] 2603 품절,<p>Silver925 18kGP Zircon</p>,N,,,,,,,120.00,90.00,2025050501046,,,Y,Y,120.00,0.000,1.000,N,120.00,0.000,,Y,120.00,0.000,,Y
earring-2505050108,2505050108,Earring 2505050108,[1] 2603 품절,<p>Silver925 18kGP Zircon</p>,N,,,,,,,130.00,97.50,2025050501084,,,Y,Y,130.00,0.000,1.000,N,130.00,0.000,,Y,130.00,0.000,,Y
